,name,length,ci_length,target_dimension,nll_source,nll_learned
88,BINL_2_10,1000000,8,18,0.9924454327088736,2.8825410606270245
89,BINL_2_10,1000000,8,19,0.9924454327088736,3.3133259588279653
90,BINL_2_10,1000000,8,20,0.9924454327088736,3.1113833539141122
91,BINL_2_10,10000000,8,2,0.9924454327088736,0.994702870643396
92,BINL_2_10,10000000,8,3,0.9924454327088736,0.9943516420366723
93,BINL_2_10,10000000,8,4,0.9924454327088736,0.9936593026928523
94,BINL_2_10,10000000,8,5,0.9924454327088736,0.9926795421865859
95,BINL_2_10,10000000,8,6,0.9924454327088736,0.9924445886086515
96,BINL_2_10,10000000,8,7,0.9924454327088736,0.9924765867921456
97,BINL_2_10,10000000,8,8,0.9924454327088736,2.496936219424354
98,BINL_2_10,10000000,8,9,0.9924454327088736,1.449096558722503
99,BINL_2_10,10000000,8,10,0.9924454327088736,2.2009454603205594
100,BINL_2_10,10000000,8,11,0.9924454327088736,1.7234300799154694
101,BINL_2_10,10000000,8,12,0.9924454327088736,1.1776556304542727
102,BINL_2_10,10000000,8,13,0.9924454327088736,1.001466172192567
103,BINL_2_10,10000000,8,14,0.9924454327088736,0.9974090547487869
104,BINL_2_10,10000000,8,15,0.9924454327088736,0.9923552519251796
105,BINL_2_10,10000000,8,16,0.9924454327088736,0.9923746008184497
106,BINL_2_10,10000000,8,17,0.9924454327088736,0.9924126357376761
107,BINL_2_10,10000000,8,18,0.9924454327088736,0.9924648240651661
108,BINL_2_10,10000000,8,19,0.9924454327088736,0.9924119472673195
109,BINL_2_10,10000000,8,20,0.9924454327088736,0.9924071303159173
