,case,name,d0,n0,repetition,nll_source,steps_fsp,fsp_source,seqlength,cwlen,iwlen,rankmax,ranknum,d1,n1,nll_learned,fsp_learned,kl_divergence,mse,nll_gmm,l2_gmm
0,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,2,5,2.254539665896813,"[5.93103214e-14 5.24404176e-13 1.59078368e-12 ... 5.41852169e-12
 9.68610819e-13 1.23935972e-13]",0.08729893135127505,5.639920057605115e-05,,
1,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,3,5,2.3852037949921914,"[1.09146546e-13 9.65040805e-13 2.92730044e-12 ... 6.04024143e-12
 1.07163812e-12 1.37180061e-13]",0.3110440898819742,5.283793726604439e-05,,
2,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,4,5,2.9489494928825852,"[6.39998063e-21 6.39998063e-21 6.39998063e-21 ... 6.39998063e-21
 6.39998063e-21 6.39998063e-21]",14.594608865294706,0.001074050585812039,,
3,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,5,5,2.859013797064211,"[5.52084911e-16 4.88146603e-15 1.48233489e-14 ... 4.44055147e-12
 7.73706683e-13 9.87523821e-14]",1.6733919125865986,0.00016178628693439134,,
4,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,6,5,2.880366939555485,"[1.69022751e-15 1.49445170e-14 4.53299073e-14 ... 3.26351541e-12
 5.54216797e-13 7.05988917e-14]",2.5109075324790577,0.00023690337413686616,,
5,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,7,5,2.705512601835949,"[1.57834809e-15 1.39552361e-14 4.23089917e-14 ... 5.32008401e-12
 9.39018594e-13 1.20050425e-13]",0.5199656407364271,0.00011064274799358343,,
6,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,8,5,2.6186452064355734,"[4.51344798e-16 3.99073093e-15 1.21303386e-14 ... 3.28709776e-11
 6.71585915e-12 8.59921529e-13]",18.115367270764207,0.0007429691968923057,,
7,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,9,5,3.3469281424356314,"[9.23332564e-15 8.16391175e-14 2.47905434e-13 ... 6.75102387e-24
 6.75102387e-24 6.75102387e-24]",19.57098753281285,0.000657975120173381,,
8,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,10,5,3.6049163660932373,"[3.60311298e-15 3.18569140e-14 9.63872067e-14 ... 1.08840675e-11
 2.00077275e-12 2.50229127e-13]",23.446140306449024,0.003274303576279904,,
9,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,11,5,3.041478967413928,"[7.82710746e-15 6.92056431e-14 2.10128399e-13 ... 1.03182768e-21
 1.03182768e-21 1.03182768e-21]",17.46552478083633,0.0010451891813910584,,
10,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,12,5,3.197543446738706,"[3.16483234e-14 2.79826536e-13 8.49185278e-13 ... 7.17538159e-21
 7.17538159e-21 7.17538159e-21]",12.142113290938124,0.0007815129327075725,,
11,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,13,5,2.9608562454711,"[3.25984314e-16 2.88235761e-15 8.77040316e-15 ... 4.44781462e-11
 9.35383734e-12 1.20700127e-12]",21.43029272776461,0.0013295578574689766,,
12,blended_known,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,25,1,14,5,3.0136611591231497,"[9.28228110e-28 9.28228110e-28 9.28228110e-28 ... 7.79970522e-11
 1.72767985e-11 2.23198406e-12]",30.317955078077944,0.0010485605286586401,,
13,blended_gmm,S_5,10,5,8,2.210336777161817,5,"[1.20357539e-15 1.06416923e-14 3.22918649e-14 ... 5.14160299e-17
 6.70774348e-19 5.06989458e-20]",1000,2,2,16,1,2,4,2.785925823352126,"[4.57660934e-14 1.15781201e-13 2.75152202e-13 ... 6.59986287e-13
 4.20796525e-14 5.73514724e-15]",10.057520314009626,0.01914024810109296,1.5189592584491831,0.0014731305598761901
