,case,name,d0,n0,repetition,nll_source,steps_fsp,fsp_source,seqlength,cwlen,iwlen,rankmax,ranknum,d1,n1,nll_learned,fsp_learned,kl_divergence,mse
0,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],1000,3,3,8,2,2,3,1.4737741075054698,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.1618564583455418,0.0015790029005672834
1,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],1000,3,3,8,2,3,3,1.5024383391631535,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.2122000827518026,0.002002044323614921
2,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],1000,3,3,8,2,4,3,1.4958261495633638,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.19983517251379368,0.0018874247265756971
3,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],1000,3,3,8,2,5,3,2.829017192341517,"[8.25712592e-21 8.25712592e-21 8.25712592e-21 ... 8.25712592e-21
 8.25712592e-21 8.25712592e-21]",12.767152734526345,0.007771889892259614
4,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],1000,3,3,8,2,6,3,3.0686482372967063,"[7.05598101e-21 7.05598101e-21 7.05598101e-21 ... 7.05598101e-21
 7.05598101e-21 7.05598101e-21]",15.398630356591934,0.010297767776419615
5,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],1000,3,3,8,2,7,3,3.1497307318956236,"[7.02105736e-21 7.02105736e-21 7.02105736e-21 ... 7.02105736e-21
 7.02105736e-21 7.02105736e-21]",15.845027989792621,0.011263590101759896
6,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],1000,3,3,8,2,8,3,3.6024104003000508,"[1.07522124e-21 1.07522124e-21 1.07522124e-21 ... 1.07522124e-21
 1.07522124e-21 1.07522124e-21]",20.419072767986968,0.013544204680851695
7,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],3162,3,3,8,2,2,3,1.5574424542899217,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.38663249335049515,0.0045900956641648
8,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],3162,3,3,8,2,3,3,1.5731725615678636,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.4296126601653271,0.005103810809651925
9,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],3162,3,3,8,2,4,3,2.3643346442569886,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.4081588535322311,0.004527132456603464
10,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],3162,3,3,8,2,5,3,1.560953097720474,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.4016335442439668,0.004496107550789691
11,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],3162,3,3,8,2,6,3,1.777254240586971,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.687888375637441,0.007739164935264718
12,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],3162,3,3,8,2,7,3,3.5637347528525587,"[9.93890868e-21 9.93890868e-21 9.93890868e-21 ... 9.93890868e-21
 9.93890868e-21 9.93890868e-21]",1.6284248329478082,0.0015437957487220149
13,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],3162,3,3,8,2,8,3,4.274810667866771,"[6.98843384e-21 6.98843384e-21 6.98843384e-21 ... 6.98843384e-21
 6.98843384e-21 6.98843384e-21]",4.716318089498546,0.011358610060117333
14,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],10000,3,3,8,3,2,3,1.6757530683663864,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],0.7217816929032601,0.009119216490076491
15,blended_known,S_3,10,3,1,1.4191630471516679,5,[1.e-20 1.e-20 1.e-20 ... 1.e-20 1.e-20 1.e-20],10000,3,3,8,3,3,3,4.3811513141087675,"[1.15352539e-21 1.15352539e-21 1.15352539e-21 ... 1.15352539e-21
 1.15352539e-21 1.15352539e-21]",21.829559494755685,0.023899882569638865
