,case,name,d0,n0,repetition,nll_source,steps_fsp,fsp_source,seqlength,cwlen,iwlen,rankmax,d1,n1,nll_learned,fsp_learned,kl_divergence,nll_gmm,l2_gmm
25,blended_gmm,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",1000,3,3,20,16,6,-14.974157255695582,"[3.42173244e-26 3.42173244e-26 3.42173244e-26 ... 3.42173244e-26
 3.42173244e-26 3.42173244e-26]",37.4072233602196,1.5055651871847677,0.0022808321296571288
26,blended_gmm,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",1000,3,3,20,17,6,-2.963532742227684,"[2.43691889e-45 3.90661020e-41 7.38217923e-39 ... 7.67175417e-27
 7.67175417e-27 7.67175417e-27]",25.810292557940613,1.5055651871847677,0.0022808321296571288
27,blended_gmm,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",1000,3,3,20,18,6,-16.694680353128962,"[2.98783686e-21 2.98783686e-21 2.98783686e-21 ... 2.98783686e-21
 2.98783686e-21 2.98783686e-21]",23.205972664821356,1.5055651871847677,0.0022808321296571288
28,blended_gmm,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",1000,3,3,20,19,6,-17.762038213138215,"[1.73245125e-21 1.73245125e-21 1.73245125e-21 ... 1.73245125e-21
 1.73245125e-21 1.73245125e-21]",25.787127460984422,1.5055651871847677,0.0022808321296571288
29,blended_gmm,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",1000,3,3,20,20,6,1.6118798055532433,"[1.16774546e-41 1.87200493e-37 3.52583562e-35 ... 1.31024514e-24
 1.31024514e-24 1.31024514e-24]",21.568840638337043,1.5055651871847677,0.0022808321296571288
30,blended_known,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",10000,3,3,11,2,3,3.4753986518311764,"[1.87926537e-35 7.44322793e-32 8.10491142e-30 ... 1.22185523e-10
 2.04949408e-11 2.86958144e-12]",0.8867795816413685,,
31,blended_known,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",10000,3,3,11,3,3,3.43876350701379,"[4.17546476e-35 1.73011475e-31 1.88521145e-29 ... 1.01597516e-10
 1.69558687e-11 2.36963072e-12]",0.5999679976946724,,
32,blended_known,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",10000,3,3,11,4,3,4.356170441777417,"[2.26705278e-38 5.60760262e-33 6.19964333e-31 ... 9.31511850e-12
 4.49512958e-21 4.49512958e-21]",19.219981592589065,,
33,blended_known,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",10000,3,3,11,5,3,4.420765247370502,"[3.04798720e-35 1.26686490e-31 1.38049699e-29 ... 7.45537501e-11
 1.32262457e-11 1.88912275e-12]",3.7592154385517595,,
34,blended_known,S_3,10,3,0,2.06594058538206,5,"[6.90398762e-34 3.32544637e-30 3.63108825e-28 ... 1.19331642e-17
 8.46951302e-19 5.89015316e-20]",10000,3,3,11,6,3,4.532199637365114,"[3.14763411e-35 1.29126062e-31 1.40680593e-29 ... 1.46768934e-10
 2.39665301e-11 3.32195506e-12]",2.1120726921744932,,
