CVSEED,geo_mean_var,H_f,H_uniform,_uniform_perc,_norm_geo_mean_var,_norm_uniform_perc,_norm_weighted_sum
130,0.005963946440955227,2.7451310392985397,2.321928094887362,1.1822635874655314,1.0,0.4329342611573761,0.716467130578688
152,0.005767304843558533,2.767339396848776,2.321928094887362,1.1918282064557304,0.966268706848748,0.4159892886883406,0.6911289977685443
105,0.00510223608204335,2.630735607060543,2.321928094887362,1.132996156449953,0.8521848626499422,0.5202179535903466,0.6862014081201444
151,0.0048702409130037165,2.606124643380745,2.321928094887362,1.1223967913214683,0.8123891268536986,0.5389961140665219,0.6756926204601102
137,0.002610513756654362,2.2366364483403824,2.321928094887362,0.9632668872327343,0.42476249972202407,0.8209155346463637,0.6228390171841939
128,0.004433886843554284,2.676801566472953,2.321928094887362,1.1528356852940385,0.7375382955484194,0.4850696355646992,0.6113039655565593
171,0.0035648087439523117,2.4876710018486583,2.321928094887362,1.0713815846951695,0.5884593186833749,0.6293762193974928,0.6089177690404338
83,0.003631100493883387,2.532019031208564,2.321928094887362,1.0904812413372318,0.5998308010148756,0.5955386816660455,0.5976847413404606
20,0.003495118287799634,2.502495701391678,2.321928094887362,1.0777662352688298,0.5765048327686365,0.6180649765444375,0.5972849046565369
96,0.0036636451733810904,2.547461149977038,2.321928094887362,1.0971317998977985,0.6054134149642324,0.5837563480646767,0.5945848815144545
87,0.0030742085650517226,2.4332694228963723,2.321928094887362,1.0479520999182412,0.504303277064326,0.6708846135024288,0.5875939452833774
31,0.004247313568709281,2.7004466876099986,2.321928094887362,1.1630190846805695,0.7055340913957749,0.46702841275981977,0.5862812520777974
86,0.0035061211641142487,2.5500860146980657,2.321928094887362,1.098262267601259,0.5783922322374605,0.5817535767957007,0.5800729045165807
181,0.002755655602047561,2.3972105490118905,2.321928094887362,1.03242238822567,0.4496596842459839,0.6983975272266798,0.5740286057363319
24,0.0011767741498634656,2.0449188528035975,2.321928094887362,0.880698613064845,0.17882322939733347,0.967196022559615,0.5730096259784743
68,0.004054023353431275,2.696833231696913,2.321928094887362,1.161462853925172,0.6723776839970999,0.4697854789150634,0.5710815814560817
188,0.0009524311001696608,2.0019254244343734,2.321928094887362,0.8621823513150125,0.14034011455362314,1.0,0.5701700572768116
33,0.0038951051605718087,2.6837606849901046,2.321928094887362,1.15583281450423,0.6451173473166779,0.4797598294966394,0.5624385884066587
133,0.0026586400540920137,2.4107154637406922,2.321928094887362,1.038238638418145,0.43301793635722846,0.6880932799288519,0.5605556081430402
194,0.002742719545905719,2.4406896250183694,2.321928094887362,1.0511478070283518,0.44744067307175467,0.665223000734015,0.5563318369028848
95,0.0027574280365843975,2.450115656290463,2.321928094887362,1.0552073777329092,0.4499637222000329,0.6580309407162226,0.5539973314581277
160,0.001642445280959352,2.1995998437617468,2.321928094887362,0.9473160898500823,0.25870301904012516,0.849174456699105,0.553938737869615
117,0.0020722424017453997,2.3023401938623778,2.321928094887362,0.9915639502066774,0.33242909159410033,0.7707835896583436,0.5516063406262219
38,0.0022818140357372973,2.362622989883285,2.321928094887362,1.0175263373080023,0.3683783633451161,0.724787828079843,0.5465830957124795
120,0.0038837844092240695,2.731325765682762,2.321928094887362,1.176317979741427,0.6431754205450362,0.44346768222724553,0.5433215513861409
102,0.0013940974973498197,2.200078032504945,2.321928094887362,0.9475220345321123,0.21610220617397788,0.8488095987815321,0.532455902477755
25,0.0036674820455072235,2.722220159263286,2.321928094887362,1.172396408509516,0.6060715801753773,0.4504152581451347,0.5282434191602561
37,0.004159212144524478,2.8388061890185803,2.321928094887362,1.2226072785239683,0.6904214448064304,0.3614601402347336,0.525940792520582
147,0.0029785475948391907,2.5749285384424505,2.321928094887362,1.1089613602213473,0.4878938892639279,0.5627987360355164,0.5253463126497222
177,0.002993766011886131,2.5888954734532117,2.321928094887362,1.1149765917186165,0.4905044095887439,0.5521419673528801,0.521323188470812
195,0.0032254801846276753,2.651948112433949,2.321928094887362,1.1421318852522848,0.5302519441466395,0.5040328161375411,0.5171423801420902
63,0.000972310236500757,2.1522558191346843,2.321928094887362,0.9269261282783571,0.1437501202902282,0.885297938233667,0.5145240292619476
197,0.004742420556845754,3.0029454996061755,2.321928094887362,1.2932982318523734,0.7904632171716094,0.23622187834608377,0.5133425477588466
185,0.0026792406370163323,2.542918929438952,2.321928094887362,1.0951755719904452,0.43655169681740746,0.5872220614472199,0.5118868791323137
191,0.0021981172465359937,2.444311163613362,2.321928094887362,1.0527075188053732,0.35402127425642066,0.6624597674940562,0.5082405208752384
