,DVSEED,spectral_gap,geo_mean_var,perc0fs_at_7,H_q3,H_f,H_uniform,_entropy_diff,_uniform_perc,_norm_entropy_diff,_norm_geo_mean_var,_norm_uniform_perc,_norm_spectral_gap,_norm_weighted_sum
96,96,0.4970051458141065,0.018486603826087345,0.006401463191586648,1.408596049615304,1.406991563067076,1.584962500721156,0.0016044865482280901,0.88771284016303,0.2231464950929723,0.39563614235851424,0.16274655528290793,0.2632297272497869,0.26118972999604534
110,110,0.4924292301294896,0.01183047332258286,0.03017832647462277,1.3979050322396405,1.3927479908571834,1.584962500721156,0.005157041382457095,0.8787261466586652,0.34416228887545824,0.24962650298844236,0.17843321649247668,0.27118173726902317,0.26085093640635015
42,42,0.31079169982051646,0.008766060102410024,0.0,1.5151463574668003,1.5135166883711653,1.584962500721156,0.0016296690956350002,0.9549227112203077,0.2240043244879051,0.18240518439759734,0.04542882583077412,0.5868307921110844,0.2596672817068402
163,163,0.37349731352197246,0.011698428253708142,0.0,1.4990624422005825,1.4968649620312613,1.584962500721156,0.0021974801693211976,0.9444166416241327,0.2433464911839847,0.24672994726784117,0.06376762355646737,0.4778611994036339,0.25792631535298177
140,140,0.383638425882724,0.0065097855486066815,0.0,1.2236374879305418,1.2266117794700826,1.584962500721156,-0.002974291539540763,0.7739058677489061,0.06717298005912042,0.13291128794420817,0.36140153541325426,0.4602380103728577,0.2554309534473601
116,116,0.37433071092225867,0.0042741526704769715,0.0,1.2433820560133129,1.2452323358323794,1.584962500721156,-0.0018502798190664915,0.7856541307859335,0.10546181075173158,0.08387018964727258,0.34089443544670495,0.47641292436234317,0.25165984005201303
130,130,0.5882867226033298,0.02441908221701869,0.06127114769090078,1.3729091185136753,1.3730901080346989,1.584962500721156,-0.00018098952102363342,0.8663234034937385,0.1623252512607084,0.5257716662901096,0.2000827397574022,0.1046009274142059,0.24819514618060654
14,14,0.5626862390715248,0.025581234433853548,0.009602194787379973,1.467377542309979,1.466611472399884,1.584962500721156,0.0007660699100950907,0.9253288148663312,0.19458630117097533,0.5512647701263171,0.09708624863599691,0.14908935674138446,0.24800666916866845
37,37,0.5047488413221028,0.01672489016860649,0.0,1.4380852528145112,1.4356522335771729,1.584962500721156,0.0024330192373382964,0.9057957099451582,0.25136999781877034,0.35699099024398184,0.13118212595957313,0.24977276070809296,0.24732896868260457
134,134,0.4614046109306049,0.010697685171374151,0.0,1.3208955623136702,1.3205710060365852,1.584962500721156,0.00032455627708505297,0.8331875394122744,0.17954638616397878,0.22477753265145883,0.25792282003607037,0.3250962102873729,0.24683573728472022
1,1,0.5565723084013621,0.011602549062619377,0.0,1.4212176674797876,1.413678830042519,1.584962500721156,0.007538837437268686,0.8919320358679128,0.4252968395441385,0.24462673037529464,0.15538176715841934,0.15971412373818294,0.24625486520400885
120,120,0.5332005366437171,0.011134968096743551,0.0,1.2568811721868418,1.2558651550666922,1.584962500721156,0.0010160171201496482,0.7923626928052083,0.20310061310700334,0.2343698208739118,0.3291843510259297,0.20032950566247987,0.24174607266733117
67,67,0.45082256647087726,0.008292257678369736,0.0,1.3252433249108797,1.324404356334587,1.584962500721156,0.0008389685762926202,0.8356061141711458,0.1970695534688932,0.17201180027894689,0.25370109345398506,0.34348564955318905,0.24156702418875356
118,118,0.4503574627779511,0.008938660230553966,0.0,1.2767729038649671,1.2779325017172551,1.584962500721156,-0.0011595978522880301,0.8062856383894239,0.12898950570962905,0.18619136053285437,0.30488124885461676,0.3442939050983177,0.24108900504885447
12,12,0.5383764664763024,0.024496579348213428,0.0,1.4424741985815202,1.4438520573354459,1.584962500721156,-0.0013778587539257092,0.9109692227282947,0.12155457015033118,0.5274716522161671,0.12215153620450714,0.19133479318865765,0.24062813793991575
99,99,0.45499210215582664,0.008602134218815682,0.0,1.315052049837376,1.3146651132222331,1.584962500721156,0.00038693661514277444,0.8294613359142958,0.1816713374958316,0.1788092874820503,0.2644270689950796,0.3362398452535723,0.24028688480663346
39,39,0.5058030851032989,0.00045076861135338197,0.06127114769090078,0.9947480898864295,0.9975355376462388,1.584962500721156,-0.002787447759809325,0.6293748509459128,0.07353770892963964,0.0,0.6136866604997919,0.24794069961068876,0.23379126726003008
83,83,0.5024561389557718,0.013800852928530042,0.0,1.2565729454879135,1.2600182969163602,1.584962500721156,-0.003445351428446708,0.7949830335689667,0.05112658836776902,0.29284897519433134,0.324610433177865,0.253757010734701,0.2305857518686666
17,17,0.4584869833998978,0.011031284532377787,0.0,1.3413879048994286,1.342629169775324,1.584962500721156,-0.001241264875895487,0.8471046912241957,0.1262075642199478,0.23209540635729767,0.23362983114424796,0.3301664530443753,0.23052481369146718
6,6,0.4799700886034928,0.008408677872217158,0.0,1.3489601064408832,1.3474856235556572,1.584962500721156,0.0014744828852260028,0.8501687724110525,0.21871799301293537,0.1745656069553794,0.22828134524412358,0.2928331891475785,0.2285995335900042
78,78,0.4933419161735151,0.007594874694508035,0.0,1.1983926167626142,1.2004736241744072,1.584962500721156,-0.0020810074117929567,0.7574145278693932,0.0976022043320674,0.15671392744985188,0.3901878806308944,0.2695956747043421,0.22852492177928893
161,161,0.46744054569667637,0.01698942483884034,0.0,1.3942239122817195,1.397683881931455,1.584962500721156,-0.003459969649735495,0.881840347197811,0.05062862683430982,0.3627938530005623,0.17299724510071735,0.3146069842955974,0.22525667730779672
79,79,0.5064650746900243,0.0012615639347735906,0.0,0.9765442385649176,0.9814904685397631,1.584962500721156,-0.004946229974845506,0.6192515394485271,0.0,0.01778569887011617,0.6313573374513641,0.24679029645881956,0.22398333319507496
43,43,0.5183921585206701,0.007545214575045331,0.0,1.1754868216757481,1.177702371589323,1.584962500721156,-0.0022155499135747547,0.7430474670873726,0.09301908924719092,0.15562457739428937,0.4152662050396859,0.22606345255293003,0.22249333105852406
124,124,0.42702851948356535,0.014356310390578718,0.0,1.5210584347017977,1.5214794821503705,1.584962500721156,-0.00042104744857285326,0.959946674737162,0.15414781220297966,0.3050335535580581,0.0366592807717544,0.3848348598713255,0.2201688766010294
75,75,0.4007384433150236,0.0036875993389754863,0.0,1.3085822893483205,1.3107623156506258,1.584962500721156,-0.0021800263023052935,0.8269989448042023,0.0942291811997131,0.07100348873767429,0.2687252789085177,0.43052166083261356,0.21611990241962967
34,34,0.46470746946117936,0.014669126605873434,0.0,1.414346500795101,1.417008341657485,1.584962500721156,-0.0026618408623839684,0.8940327238106567,0.07781643764904692,0.3118955258045825,0.1517149257279372,0.3193565144674647,0.21519585091225785
104,104,0.527830134837624,0.008635783557729737,0.0,1.2905696975173826,1.290243652186181,1.584962500721156,0.0003260453312015077,0.8140531095209645,0.17959710995975292,0.1795474232258275,0.29132279289565877,0.2096621708409364,0.21503237423054392
97,97,0.5141817771846326,0.014132612234998844,0.0,1.4883124355184232,1.4859470422681997,1.584962500721156,0.0023653932502234465,0.9375282011985113,0.24906635638523736,0.30012648525361746,0.07579169349571013,0.23338023827988963,0.21459119335361362
147,147,0.4657350533618888,0.016053074853319062,0.0,1.4344871055902866,1.4374194484360767,1.584962500721156,-0.002932342845790137,0.9069106983805942,0.06860193885335453,0.34225397271453845,0.12923586554346167,0.31757078281565176,0.21441563998175162
162,162,0.4912097440192198,0.0076426517920167485,0.04938271604938271,1.239659638259941,1.2424916858757493,1.584962500721156,-0.002832047615808353,0.7839249731841713,0.07201843977598608,0.15776197132064484,0.3439127546386991,0.2733009558988124,0.2117485304085356
114,114,0.4353209399069301,0.006673329090690781,0.0,1.4173354825968842,1.417093356050837,1.584962500721156,0.00024212654604727213,0.8940863619209042,0.17673846347220173,0.13649879777269353,0.15162129809248215,0.37042432112123547,0.20882072011465322
148,148,0.4232210407354955,0.007246829762687045,0.0,1.3363236862173589,1.3398421456613718,1.584962500721156,-0.003518459444012967,0.8453462747867821,0.04863620470067687,0.1490791740517615,0.2366992228961361,0.39145148291236287,0.20646652114023434
70,70,0.45556055798694683,0.007359612722408544,0.0,1.3686732245860165,1.3697676096946898,1.584962500721156,-0.0010943851086733236,0.864227140434835,0.13121094135285402,0.15155319394475417,0.2037418573622457,0.3352519847298836,0.2054394943474344
90,90,0.5349399793204543,0.0124312868434235,0.0,1.359115816838975,1.3606476144895738,1.584962500721156,-0.001531797650598854,0.8584730641074982,0.11631072772025546,0.2628060170410015,0.21378584582998306,0.19730670835880537,0.19755232473751133
85,85,0.47680419335009827,0.010565237883233155,0.07498856881572931,1.4395291565959742,1.4403937817479109,1.584962500721156,-0.0008646251519366377,0.9087872937640691,0.13903758579364392,0.22187215380306802,0.12596018734282943,0.29833487067101183,0.1963011994026383
8,8,0.45404861531710183,0.008443115741197164,0.0004572473708276177,1.461889026028072,1.4622368821258662,1.584962500721156,-0.00034785609779430793,0.9225687557027691,0.15664103463747595,0.17532103998479448,0.10190405097855337,0.3378794333298516,0.19293638973266886
48,48,0.46668280572048615,0.007311985390964887,0.0,1.4279635695090391,1.428071740006839,1.584962500721156,-0.00010817049779987542,0.9010129510048774,0.1648057905652624,0.15050843535947914,0.1395306380243032,0.3159237821340928,0.1926921615207844
21,21,0.5116271645972418,0.003381809086625547,0.0644718792866941,1.1743401219060439,1.1778845408915455,1.584962500721156,-0.0035444189855016184,0.7431624031203321,0.04775190743685707,0.06429563881721519,0.41506557923566445,0.23781963495813063,0.19123319011196685
18,18,0.5050765175740719,0.004325049063615624,0.0,1.29048279985247,1.291341432704915,1.584962500721156,-0.0008586328524451403,0.8147457319131249,0.139241710124832,0.08498665874346885,0.2901137906295078,0.24920332608160212,0.1908863713948527
131,131,0.5289754189121134,0.008502957651280901,0.04663923182441701,1.4380531279767672,1.4357721156615364,1.584962500721156,0.0022810123152308126,0.9058713471191033,0.24619196702188273,0.1766337389629684,0.1310500980093655,0.20767190024529836,0.19038692605987875
41,41,0.5421923125540823,0.014352108769682905,0.0004572473708276177,1.3923145094200955,1.3944636689068024,1.584962500721156,-0.0021491594867069086,0.8798086189877193,0.09528064201185475,0.3049413863219373,0.176543714342842,0.18470362943177798,0.190367343027103
0,0,0.37891478852427496,0.0027500401414712883,0.0,1.4334350296618348,1.4355734396758735,1.584962500721156,-0.002138410014038694,0.9057459965284285,0.0956468167870203,0.050437083039407506,0.13126890287317672,0.4684467305920482,0.18644988332291318
30,30,0.41310545514767305,0.007126223268849948,0.0,1.5164012583871151,1.517027367188638,1.584962500721156,-0.0006261088015229177,0.9571377029414844,0.14716251188832646,0.14643353622035601,0.041562462223823204,0.4090303116078353,0.18604720548508524
68,68,0.508645102152809,0.0038807230706234823,0.0,1.2198966614703128,1.2230636681711684,1.584962500721156,-0.003167006700855568,0.7716672587614382,0.060608245858334374,0.07523987298478003,0.36530912397739634,0.24300185247927863,0.18603977382494735
115,115,0.4135688883675478,0.009549263969556035,0.0,1.4914641437848901,1.4945114756644227,1.584962500721156,-0.0030473318795325444,0.9429317570506695,0.06468490172262759,0.1995856339298032,0.06635955363930823,0.40822495900484057,0.1847137620741449
69,69,0.5053310485358988,0.012672940302960347,0.0,1.4221737927664142,1.424894427759121,1.584962500721156,-0.002720634992706694,0.899008290171405,0.07581364847822199,0.26810695494492753,0.14302985999281703,0.24876100308044669,0.18392786662410332
19,19,0.5175221823718983,0.009530253830776696,0.0,1.4111028210217984,1.4117467850862013,1.584962500721156,-0.0006439640644029243,0.8907130512197343,0.14655428234326784,0.19916862535311064,0.1575095574504054,0.2275752940133806,0.18270193979004112
