,case,name,d0,n0,repetition,nll_source,steps_fsp,fsp_source,seqlength,cwlen,iwlen,rankmax,ranknum,d1,n1,nll_learned,fsp_learned,kl_divergence,mse,nll_gmm,l2_gmm
0,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,2,3,2.7308368304528123,"[1.88698032e-12 5.02326627e-11 9.73307195e-11 ... 8.62313803e-11
 4.88750073e-11 1.40701821e-11]",0.160892911124781,5.383880866149278e-05,,
1,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,3,3,2.7593739835474302,"[2.47838905e-12 6.59763423e-11 1.27811799e-10 ... 8.40068297e-11
 4.76147725e-11 1.37073846e-11]",0.1581894561399145,5.2013813642649436e-05,,
2,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,4,3,6.979310800003622,"[1.5043233e-26 1.5043233e-26 1.5043233e-26 ... 1.5043233e-26 1.5043233e-26
 1.5043233e-26]",26.040124576655952,0.004414261340488921,,
3,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,5,3,6.372834739864737,"[1.14072430e-23 1.14072430e-23 1.14072430e-23 ... 7.37821188e-12
 4.18277483e-12 1.20414110e-12]",22.404630130040815,0.0031218976892714977,,
4,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,6,3,5.210117378648275,"[1.79891097e-11 4.78881091e-10 9.25287848e-10 ... 3.53015532e-10
 2.00171732e-10 5.76256255e-11]",19.578432616979526,0.000966341362833413,,
5,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,7,3,6.290879354676121,"[9.98538600e-12 2.65817305e-10 5.14368829e-10 ... 9.83837200e-11
 5.57913000e-11 1.60612518e-11]",23.716758376279532,0.0010643707223152294,,
6,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,8,3,6.071024242632489,"[4.30845062e-25 4.30845062e-25 4.30845062e-25 ... 1.94287031e-11
 1.10436222e-11 3.17924926e-12]",23.900221528757644,0.0031724019478166624,,
7,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,9,3,5.699900703424416,"[4.15248278e-12 1.10541742e-10 2.14097748e-10 ... 8.32522388e-22
 8.32522388e-22 8.32522388e-22]",18.171500831858264,0.0003942794270686936,,
8,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,10,3,5.4414798130905755,"[1.8627893e-26 1.8627893e-26 1.8627893e-26 ... 1.8627893e-26 1.8627893e-26
 1.8627893e-26]",24.61434986453579,0.0012615623915180401,,
9,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,11,3,5.693071404398364,"[2.06754548e-12 5.50395104e-11 1.06776587e-10 ... 3.20580606e-25
 3.20580606e-25 3.20580606e-25]",24.63268787741139,0.0007082243066355711,,
10,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,12,3,5.712032412484527,"[6.93975200e-25 6.93975200e-25 6.93975200e-25 ... 4.02966580e-09
 2.28473637e-09 6.57732037e-10]",22.10056078759322,0.0009821702028921554,,
11,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,13,3,5.736469374896824,"[5.27193477e-25 5.27193477e-25 5.27193477e-25 ... 4.58230714e-09
 2.59801167e-09 7.47918019e-10]",20.951892842318866,0.0009369107329710517,,
12,blended_known,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,3,3,27,1,14,3,4.999924658551715,"[5.67012407e-26 5.67012407e-26 5.67012407e-26 ... 1.50156277e-08
 8.51414262e-09 2.45105934e-09]",25.17048622447464,0.0006241931364114249,,
13,blended_gmm,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,2,2,16,1,2,4,2.7915542460738725,"[5.88798722e-13 2.28943969e-11 5.10430215e-11 ... 1.49411260e-11
 7.12227855e-12 1.62853405e-12]",0.35200966049715726,0.00011650624326351491,1.7986055287658496,0.0007161812314229188
14,blended_gmm,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,2,2,16,1,3,4,2.7933767314956963,"[6.56613012e-13 2.55341885e-11 5.69655955e-11 ... 1.24897717e-11
 5.95371896e-12 1.36133878e-12]",0.3616156729439364,0.00012663749216791536,1.7986055287658496,0.0007161812314229188
15,blended_gmm,S_3,10,3,2,2.66725080065593,5,"[1.46009827e-12 3.88688006e-11 7.53275817e-11 ... 4.98310885e-10
 2.82464078e-10 8.13160195e-11]",1000,2,2,16,1,4,4,2.7871937950577976,"[5.57590666e-13 2.16040389e-11 4.71645386e-11 ... 1.38459536e-11
 6.60024888e-12 1.50917013e-12]",0.33172721353375045,9.908159974682144e-05,1.7986055287658496,0.0007161812314229188
