,name,length,ci_length,target_dimension,nll_source,nll_learned
0,BINS_2_2_2G,1000,3,2,0.830452555755552,1.5689433497626024
1,BINS_2_2_2G,1000,3,3,0.830452555755552,1.6877811292024338
2,BINS_2_2_2G,1000,3,4,0.830452555755552,1.8833808981013518
3,BINS_2_2_2G,10000,3,2,0.830452555755552,1.4788051815228616
4,BINS_2_2_2G,10000,3,3,0.830452555755552,3.9640990210520863
5,BINS_2_2_2G,10000,3,4,0.830452555755552,0.5367157552395542
6,BINS_2_2_2G,100000,3,2,0.830452555755552,1.362021419944665
7,BINS_2_2_2G,100000,3,3,0.830452555755552,5.554737195648223
8,BINS_2_2_2G,100000,3,4,0.830452555755552,2.9429994753747435
9,BINL_2_10_2G,1000,3,2,0.991678141843153,1.8535837662908268
10,BINL_2_10_2G,1000,3,3,0.991678141843153,1.635776027849736
11,BINL_2_10_2G,1000,3,4,0.991678141843153,0.652049004016151
12,BINL_2_10_2G,10000,3,2,0.991678141843153,1.3350642050098376
13,BINL_2_10_2G,10000,3,3,0.991678141843153,4.471328455736767
14,BINL_2_10_2G,10000,3,4,0.991678141843153,6.496216087570553
15,BINL_2_10_2G,100000,3,2,0.991678141843153,1.4304714228093247
16,BINL_2_10_2G,100000,3,3,0.991678141843153,1.094777919512795
17,BINL_2_10_2G,100000,3,4,0.991678141843153,2.5442712337898796
