,source_alphabet_size,source_density,source_dimension,source_stationary_state,source_membership_functions,training_length,ci_words_length,target_dimension,nll_source,nll_learned
175,6,0.1,16,True,"get_beta, arg_sum=128",100000,2,8,2.9256657675125064,2.9256657675125064
176,6,0.1,16,True,"get_beta, arg_sum=128",100000,2,10,2.9256657675125064,2.9256657675125064
177,6,0.1,16,True,"get_beta, arg_sum=128",100000,2,12,2.9256657675125064,2.9256657675125064
178,6,0.1,16,True,"get_beta, arg_sum=128",100000,2,14,2.9256657675125064,2.9256657675125064
179,6,0.1,16,True,"get_beta, arg_sum=128",100000,2,16,2.9256657675125064,2.9256657675125064
180,6,0.5,2,True,"get_beta, arg_sum=32",100000,2,2,2.7252197009430743,2.7252197009430743
181,6,0.5,2,True,"get_beta, arg_sum=128",100000,2,2,2.9514429397035085,2.9514429397035085
182,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,2,2.7075778388480334,2.7075778388480334
183,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,4,2.7075778388480334,2.7075778388480334
184,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,6,2.7075778388480334,2.7075778388480334
185,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,8,2.7075778388480334,2.7075778388480334
186,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,10,2.7075778388480334,2.7075778388480334
187,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,12,2.7075778388480334,2.7075778388480334
188,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,14,2.7075778388480334,2.7075778388480334
189,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,16,2.7075778388480334,2.7075778388480334
190,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,2,2.9289176578550893,2.9289176578550893
191,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,4,2.9289176578550893,2.9289176578550893
192,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,6,2.9289176578550893,2.9289176578550893
193,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,8,2.9289176578550893,2.9289176578550893
194,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,10,2.9289176578550893,2.9289176578550893
195,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,12,2.9289176578550893,2.9289176578550893
196,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,14,2.9289176578550893,2.9289176578550893
197,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,16,2.9289176578550893,2.9289176578550893
198,6,1.0,2,True,"get_beta, arg_sum=32",100000,2,2,2.6999579461315264,2.6999579461315264
199,6,1.0,2,True,"get_beta, arg_sum=128",100000,2,2,2.9354206589250147,2.9354206589250147
200,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,2,2.7070154201129357,2.7070154201129357
201,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,4,2.7070154201129357,2.7070154201129357
202,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,6,2.7070154201129357,2.7070154201129357
203,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,8,2.7070154201129357,2.7070154201129357
204,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,10,2.7070154201129357,2.7070154201129357
205,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,12,2.7070154201129357,2.7070154201129357
