,case,name,d0,n0,repetition,nll_source,steps_fsp,seqlength,cwlen,iwlen,rankmax,ranknum,d1,n1,nll_learned,kl_divergence,mse,nll_gmm,l2_gmm,nll_diff
29,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,5,5,4.287558159154835,30.61536365924492,0.0030481119404639,,,1.541493333858221
30,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,6,5,3.761449232992892,26.977517901588868,0.0003295621914828,,,1.0153844076962781
31,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,7,5,4.4929735421599855,18.01827124174246,0.0003164567692069,,,1.7469087168633717
32,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,8,5,3.3066939382611324,6.160611608457286,0.0001037224832686,,,0.5606291129645187
33,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,9,5,3.201857285326644,6.023908378066275,9.416683839913676e-05,,,0.45579246003003027
34,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,10,5,3.7322584377308776,18.434522288675264,0.000222726611058,,,0.9861936124342638
35,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,11,5,5.434466021968245,30.151961830257648,0.000823186809705,,,2.688401196671631
36,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,12,5,4.40348012199136,23.662796351266305,0.0002806249515548,,,1.6574152966947464
37,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,13,5,4.730112662993999,21.851870245674814,0.0001979823396886,,,1.9840478376973856
38,blended_known,S_5,10,5,1,2.7460648252966138,5,3162,2,2,25,1,14,5,4.472796064780376,21.442662196642612,0.0003301077339112,,,1.7267312394837626
39,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,2,6,3.0992492221730745,15.112695545508595,0.0002990571657321,1.9133062308626,0.0002028715674411,0.35318439687646075
40,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,3,6,3.129492222643436,14.679197007714723,0.0003201619699922,1.9133062308626,0.0002028715674411,0.3834273973468223
41,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,4,6,3.216676620352616,9.908420641886003,0.0001437780409802,1.9133062308626,0.0002028715674411,0.47061179505600226
42,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,5,6,3.2089050151924527,9.932331926833369,0.0001424128127914,1.9133062308626,0.0002028715674411,0.46284018989583897
43,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,6,6,3.194052894284963,9.625610324848813,0.000140772395147,1.9133062308626,0.0002028715674411,0.4479880689883493
44,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,7,6,3.557849472156777,18.651567148893964,0.0002605571529215,1.9133062308626,0.0002028715674411,0.811784646860163
45,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,8,6,3.5678795909553425,28.3475503632811,0.0004271850066144,1.9133062308626,0.0002028715674411,0.8218147656587287
46,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,9,6,3.541739958277108,17.207166741378817,0.0002132225690209,1.9133062308626,0.0002028715674411,0.7956751329804943
47,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,10,6,4.55316660210082,23.947174380917684,0.0003374182670599,1.9133062308626,0.0002028715674411,1.8071017768042061
48,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,11,6,3.308237566818009,5.730790505912532,0.0001056576096474,1.9133062308626,0.0002028715674411,0.5621727415213953
49,blended_gmm,S_5,10,5,1,2.7460648252966138,5,3162,2,2,36,1,12,6,3.329113952112121,7.054880767275627,0.0001805741815392,1.9133062308626,0.0002028715674411,0.5830491268155074
