,source_alphabet_size,source_density,source_dimension,source_stationary_state,source_membership_functions,training_length,ci_words_length,target_dimension,nll_source,nll_learned
266,6,0.5,8,True,"get_beta, arg_sum=128",100000,2,2,-2.579973850544838,-2.586659912850247
267,6,0.5,8,True,"get_beta, arg_sum=128",100000,2,4,-2.579973850544838,-2.7033703498974506
268,6,0.5,8,True,"get_beta, arg_sum=128",100000,2,6,-2.579973850544838,-3.1689126126847085
269,6,0.5,8,True,"get_beta, arg_sum=128",100000,2,8,-2.579973850544838,-3.465623955859539
270,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,2,-2.5842284035115863,-2.584760402345324
271,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,4,-2.5842284035115863,-2.7542015908322144
272,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,6,-2.5842284035115863,-2.9390554578496064
273,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,8,-2.5842284035115863,-2.9533590250464092
274,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,10,-2.5842284035115863,-2.9776086913737596
275,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,12,-2.5842284035115863,-3.2589350630263603
276,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,14,-2.5842284035115863,-3.141654587202849
277,6,0.5,16,True,"get_beta, arg_sum=32",100000,2,16,-2.5842284035115863,-3.2447476529455757
278,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,2,-2.5822732344913084,-2.584722109900699
279,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,4,-2.5822732344913084,-2.686602202755846
280,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,6,-2.5822732344913084,-3.1634637756272848
281,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,8,-2.5822732344913084,-3.2069758434817297
282,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,10,-2.5822732344913084,-3.261727726630725
283,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,12,-2.5822732344913084,-3.7577627335974024
284,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,14,-2.5822732344913084,-3.6716304777856514
285,6,0.5,16,True,"get_beta, arg_sum=128",100000,2,16,-2.5822732344913084,-3.7014504009344162
286,6,1.0,2,True,"get_beta, arg_sum=32",100000,2,2,-2.5502673675619922,-2.6636338069568315
287,6,1.0,2,True,"get_beta, arg_sum=128",100000,2,2,-2.5045964554071096,-2.626657505917273
288,6,1.0,8,True,"get_beta, arg_sum=32",100000,2,2,-2.5844298897678946,-2.586484222545022
289,6,1.0,8,True,"get_beta, arg_sum=32",100000,2,4,-2.5844298897678946,-2.5864195801481453
290,6,1.0,8,True,"get_beta, arg_sum=32",100000,2,6,-2.5844298897678946,-2.5864574584303166
291,6,1.0,8,True,"get_beta, arg_sum=32",100000,2,8,-2.5844298897678946,-2.5864422159759344
292,6,1.0,8,True,"get_beta, arg_sum=128",100000,2,2,-2.5839149117190177,-2.5839498930489917
293,6,1.0,8,True,"get_beta, arg_sum=128",100000,2,4,-2.5839149117190177,-2.583976735603838
294,6,1.0,8,True,"get_beta, arg_sum=128",100000,2,6,-2.5839149117190177,-2.583968808998759
295,6,1.0,8,True,"get_beta, arg_sum=128",100000,2,8,-2.5839149117190177,-3.1831996356673278
296,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,2,-2.5848400708920005,-2.585290866949774
297,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,4,-2.5848400708920005,-2.585609511348378
298,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,6,-2.5848400708920005,-2.585316067174378
299,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,8,-2.5848400708920005,-3.397260020157053
300,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,10,-2.5848400708920005,-3.219896870542703
301,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,12,-2.5848400708920005,-3.267465095074321
302,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,14,-2.5848400708920005,-3.4196038301067664
303,6,1.0,16,True,"get_beta, arg_sum=32",100000,2,16,-2.5848400708920005,-3.0656583473700407
304,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,2,-2.584733944881375,-2.5852424284876987
305,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,4,-2.584733944881375,-2.585258789539025
306,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,6,-2.584733944881375,-3.3698534964066913
307,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,8,-2.584733944881375,-3.4879527293116865
308,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,10,-2.584733944881375,-3.392329864851656
309,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,12,-2.584733944881375,-3.650834534085361
310,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,14,-2.584733944881375,-3.9092415640961575
311,6,1.0,16,True,"get_beta, arg_sum=128",100000,2,16,-2.584733944881375,-3.885076703302801
