,name,length,ci_length,target_dimension,nll_source,nll_learned
55,BINL_2_10,100000,8,10,0.9921525462695455,1.3370071934876808
56,BINL_2_10,100000,8,11,0.9921525462695455,1.2921296079121765
57,BINL_2_10,100000,8,12,0.9921525462695455,1.322447020173765
58,BINL_2_10,100000,8,13,0.9921525462695455,2.391992844337922
59,BINL_2_10,100000,8,14,0.9921525462695455,1.5078557760888875
60,BINL_2_10,100000,8,15,0.9921525462695455,2.200859410085786
61,BINL_2_10,100000,8,16,0.9921525462695455,2.8163367987109758
62,BINL_2_10,100000,8,17,0.9921525462695455,2.517979872198587
63,BINL_2_10,100000,8,18,0.9921525462695455,2.5300620267932636
64,BINL_2_10,100000,8,19,0.9921525462695455,2.6165706915583278
65,BINL_2_10,100000,8,20,0.9921525462695455,3.1930251807088132
66,OCTL_8_10,1000,4,2,2.938881323836926,7.643856189774724
67,OCTL_8_10,1000,4,3,2.938881323836926,7.758624856285554
68,OCTL_8_10,1000,4,4,2.938881323836926,7.643856189774724
69,OCTL_8_10,1000,4,5,2.938881323836926,7.6751999607573
70,OCTL_8_10,1000,4,6,2.938881323836926,8.340262768112451
71,OCTL_8_10,1000,4,7,2.938881323836926,9.443174388004536
72,OCTL_8_10,1000,4,8,2.938881323836926,7.974432130751643
73,OCTL_8_10,1000,4,9,2.938881323836926,8.308949972558988
74,OCTL_8_10,1000,4,10,2.938881323836926,10.17628068614257
75,OCTL_8_10,1000,4,11,2.938881323836926,8.341668738349261
76,OCTL_8_10,1000,4,12,2.938881323836926,8.035365816118428
77,OCTL_8_10,1000,4,13,2.938881323836926,8.662649576153783
78,OCTL_8_10,1000,4,14,2.938881323836926,9.28579760708181
79,OCTL_8_10,1000,4,15,2.938881323836926,9.498911662764316
80,OCTL_8_10,1000,4,16,2.938881323836926,8.99383772206461
81,OCTL_8_10,1000,4,17,2.938881323836926,8.760155071507278
82,OCTL_8_10,1000,4,18,2.938881323836926,9.198805692599034
83,OCTL_8_10,1000,4,19,2.938881323836926,8.129761356563602
84,OCTL_8_10,1000,4,20,2.938881323836926,8.463197732662096
85,OCTL_8_10,10000,4,2,2.938881323836926,7.721231781127422
86,OCTL_8_10,10000,4,3,2.938881323836926,6.433123904922811
87,OCTL_8_10,10000,4,4,2.938881323836926,6.429202737239705
88,OCTL_8_10,10000,4,5,2.938881323836926,6.242322497088937
89,OCTL_8_10,10000,4,6,2.938881323836926,6.218247488490899
90,OCTL_8_10,10000,4,7,2.938881323836926,6.3949803163438625
91,OCTL_8_10,10000,4,8,2.938881323836926,6.422213836273127
92,OCTL_8_10,10000,4,9,2.938881323836926,6.21378822643241
93,OCTL_8_10,10000,4,10,2.938881323836926,6.191848770194422
94,OCTL_8_10,10000,4,11,2.938881323836926,6.30223314171071
95,OCTL_8_10,10000,4,12,2.938881323836926,6.315341067257237
96,OCTL_8_10,10000,4,13,2.938881323836926,6.1143724979243546
97,OCTL_8_10,10000,4,14,2.938881323836926,6.152986419480167
98,OCTL_8_10,10000,4,15,2.938881323836926,6.172327114601882
99,OCTL_8_10,10000,4,16,2.938881323836926,6.211397806126382
100,OCTL_8_10,10000,4,17,2.938881323836926,6.19841879657533
101,OCTL_8_10,10000,4,18,2.938881323836926,6.180277613142061
102,OCTL_8_10,10000,4,19,2.938881323836926,6.1452909727558644
103,OCTL_8_10,10000,4,20,2.938881323836926,6.245966624323166
104,OCTL_8_10,100000,4,2,2.938881323836926,3.9661752588498085
105,OCTL_8_10,100000,4,3,2.938881323836926,3.9497147868546105
106,OCTL_8_10,100000,4,4,2.938881323836926,3.7968984098733185
107,OCTL_8_10,100000,4,5,2.938881323836926,3.6815170562810793
108,OCTL_8_10,100000,4,6,2.938881323836926,3.681405063887711
109,OCTL_8_10,100000,4,7,2.938881323836926,3.667248660443703
110,OCTL_8_10,100000,4,8,2.938881323836926,3.660191542347468
111,OCTL_8_10,100000,4,9,2.938881323836926,3.6594688726762974
112,OCTL_8_10,100000,4,10,2.938881323836926,3.750079654090866
113,OCTL_8_10,100000,4,11,2.938881323836926,3.939722039401432
114,OCTL_8_10,100000,4,12,2.938881323836926,3.6262534442401537
115,OCTL_8_10,100000,4,13,2.938881323836926,3.7614867879313305
116,OCTL_8_10,100000,4,14,2.938881323836926,4.707727172453254
117,OCTL_8_10,100000,4,15,2.938881323836926,3.59323200242777
118,OCTL_8_10,100000,4,16,2.938881323836926,3.5895668179098315
119,OCTL_8_10,100000,4,17,2.938881323836926,3.5814420699351186
120,OCTL_8_10,100000,4,18,2.938881323836926,3.5801080519882658
121,OCTL_8_10,100000,4,19,2.938881323836926,4.164754653103232
122,OCTL_8_10,100000,4,20,2.938881323836926,4.008410421521046
