,source_alphabet_size,source_density,source_dimension,source_stationary_state,training_length,ci_words_length,target_dimension,nll_source,nll_learned
361,8,0.1,2,True,100000,4,2,-2.740980796661522,-2.836858833646617
362,8,0.1,4,True,100000,2,2,-2.837350623508627,-2.917374047313276
363,8,0.1,4,True,100000,2,4,-2.837350623508627,-2.8792850526706415
364,8,0.1,4,True,100000,4,2,-2.837350623508627,-2.9689281143333472
365,8,0.1,4,True,100000,4,4,-2.837350623508627,-3.4037804852137437
366,8,0.1,8,True,100000,2,2,-2.8375317992159887,-2.916108976527072
367,8,0.1,8,True,100000,2,4,-2.8375317992159887,-2.936920778251801
368,8,0.1,8,True,100000,2,6,-2.8375317992159887,-2.90479222585099
369,8,0.1,8,True,100000,2,8,-2.8375317992159887,-2.8910734991016036
370,8,0.1,8,True,100000,4,2,-2.8375317992159887,-2.941923786676277
371,8,0.1,8,True,100000,4,4,-2.8375317992159887,-2.9363963138977742
372,8,0.1,8,True,100000,4,6,-2.8375317992159887,-2.9355557953786833
373,8,0.1,8,True,100000,4,8,-2.8375317992159887,-3.057091781115024
374,8,0.1,16,True,100000,2,2,-2.965879474065448,-2.988751612512272
375,8,0.1,16,True,100000,2,4,-2.965879474065448,-2.9815148958211037
376,8,0.1,16,True,100000,2,6,-2.965879474065448,-4.037679231198725
377,8,0.1,16,True,100000,2,8,-2.965879474065448,-3.9296248262929185
378,8,0.1,16,True,100000,2,10,-2.965879474065448,-3.059432557135369
379,8,0.1,16,True,100000,2,12,-2.965879474065448,-3.48515313618259
380,8,0.1,16,True,100000,2,14,-2.965879474065448,-4.272872628108737
381,8,0.1,16,True,100000,2,16,-2.965879474065448,-3.2508840435254966
382,8,0.1,16,True,100000,4,2,-2.965879474065448,-3.024397788074745
383,8,0.1,16,True,100000,4,4,-2.965879474065448,-3.0242530936767764
384,8,0.1,16,True,100000,4,6,-2.965879474065448,-3.0241073123616378
385,8,0.1,16,True,100000,4,8,-2.965879474065448,-3.023988245102139
386,8,0.1,16,True,100000,4,10,-2.965879474065448,-3.023927955200597
387,8,0.1,16,True,100000,4,12,-2.965879474065448,-3.0237160210109697
388,8,0.1,16,True,100000,4,14,-2.965879474065448,-3.0236201375785274
389,8,0.1,16,True,100000,4,16,-2.965879474065448,-3.0231761894304983
390,8,0.5,2,True,100000,2,2,-2.9249968895456804,-2.9253555377724387
391,8,0.5,2,True,100000,4,2,-2.9249968895456804,-3.014081761878726
392,8,0.5,4,True,100000,2,2,-2.960392152169247,-2.9705795583984482
393,8,0.5,4,True,100000,2,4,-2.960392152169247,-3.195324880032788
394,8,0.5,4,True,100000,4,2,-2.960392152169247,-3.012788955268203
395,8,0.5,4,True,100000,4,4,-2.960392152169247,-3.0115416478656107
396,8,0.5,8,True,100000,2,2,-2.9932477437714464,-2.9947486651476183
397,8,0.5,8,True,100000,2,4,-2.9932477437714464,-3.001067214567389
398,8,0.5,8,True,100000,2,6,-2.9932477437714464,-3.338827172047564
399,8,0.5,8,True,100000,2,8,-2.9932477437714464,-3.7854810369032994
400,8,0.5,8,True,100000,4,2,-2.9932477437714464,-3.0147283201252466
401,8,0.5,8,True,100000,4,4,-2.9932477437714464,-3.0147067547551667
402,8,0.5,8,True,100000,4,6,-2.9932477437714464,-3.014553217822872
403,8,0.5,8,True,100000,4,8,-2.9932477437714464,-3.014354582690306
404,8,0.5,16,True,100000,2,2,-2.9989330446009315,-2.9991619257791235
405,8,0.5,16,True,100000,2,4,-2.9989330446009315,-3.578382758075166
406,8,0.5,16,True,100000,2,6,-2.9989330446009315,-3.9991425076621296
407,8,0.5,16,True,100000,2,8,-2.9989330446009315,-3.876321199894058
408,8,0.5,16,True,100000,2,10,-2.9989330446009315,-4.105508472190976
409,8,0.5,16,True,100000,2,12,-2.9989330446009315,-4.062902581640599
410,8,0.5,16,True,100000,2,14,-2.9989330446009315,-4.092605850425903
411,8,0.5,16,True,100000,2,16,-2.9989330446009315,-4.178305109880108
412,8,0.5,16,True,100000,4,2,-2.9989330446009315,-3.0142683716570624
413,8,0.5,16,True,100000,4,4,-2.9989330446009315,-3.0142697081477112
414,8,0.5,16,True,100000,4,6,-2.9989330446009315,-3.014271231817746
415,8,0.5,16,True,100000,4,8,-2.9989330446009315,-3.014256426098758
416,8,0.5,16,True,100000,4,10,-2.9989330446009315,-3.014206673669796
417,8,0.5,16,True,100000,4,12,-2.9989330446009315,-3.014219056299109
418,8,0.5,16,True,100000,4,14,-2.9989330446009315,-3.0142027225367696
419,8,0.5,16,True,100000,4,16,-2.9989330446009315,-3.014164668699849
420,8,1.0,2,True,100000,2,2,-2.931582339450265,-2.9307987140900473
421,8,1.0,2,True,100000,4,2,-2.931582339450265,-2.9715961770948263
422,8,1.0,4,True,100000,2,2,-2.97354073618037,-2.97384295599485
423,8,1.0,4,True,100000,2,4,-2.97354073618037,-2.97369503579725
424,8,1.0,4,True,100000,4,2,-2.97354073618037,-3.00064948156331
425,8,1.0,4,True,100000,4,4,-2.97354073618037,-3.000483264785573
426,8,1.0,8,True,100000,2,2,-2.996674138049032,-2.996799425605276
427,8,1.0,8,True,100000,2,4,-2.996674138049032,-3.0049311646522545
428,8,1.0,8,True,100000,2,6,-2.996674138049032,-3.38070331514079
429,8,1.0,8,True,100000,2,8,-2.996674138049032,-3.6074752332912907
430,8,1.0,8,True,100000,4,2,-2.996674138049032,-3.015771885778994
431,8,1.0,8,True,100000,4,4,-2.996674138049032,-3.015783292048242
432,8,1.0,8,True,100000,4,6,-2.996674138049032,-3.015788140884494
433,8,1.0,8,True,100000,4,8,-2.996674138049032,-3.015727500447842
434,8,1.0,16,True,100000,2,2,-3.0000100602212703,-2.9998817395952173
435,8,1.0,16,True,100000,2,4,-3.0000100602212703,-2.999707343134158
436,8,1.0,16,True,100000,2,6,-3.0000100602212703,-3.0477462143850746
437,8,1.0,16,True,100000,2,8,-3.0000100602212703,-3.186118237220641
438,8,1.0,16,True,100000,2,10,-3.0000100602212703,-3.810706325665474
439,8,1.0,16,True,100000,2,12,-3.0000100602212703,-3.9387047612508117
440,8,1.0,16,True,100000,2,14,-3.0000100602212703,-3.9755338878009936
441,8,1.0,16,True,100000,2,16,-3.0000100602212703,-4.142732759524492
442,8,1.0,16,True,100000,4,2,-3.0000100602212703,-3.017077096643537
443,8,1.0,16,True,100000,4,4,-3.0000100602212703,-3.0170887081019098
444,8,1.0,16,True,100000,4,6,-3.0000100602212703,-3.0170795470553733
445,8,1.0,16,True,100000,4,8,-3.0000100602212703,-3.0170185729508128
446,8,1.0,16,True,100000,4,10,-3.0000100602212703,-3.0169825110904633
447,8,1.0,16,True,100000,4,12,-3.0000100602212703,-3.0169906104960758
448,8,1.0,16,True,100000,4,14,-3.0000100602212703,-3.0169246979462403
449,8,1.0,16,True,100000,4,16,-3.0000100602212703,-3.0169140082939077
