,source_alphabet_size,source_density,source_dimension,source_stationary_state,training_length,ci_words_length,nll_source,nll_learned
35,2,0.1,16,True,[100000],4,-0.991025160874229,-1.019014041739417
36,2,0.1,16,True,[100000],4,-0.991025160874229,nan
37,2,0.1,16,True,[100000],6,-0.991025160874229,-0.9995523817842545
38,2,0.1,16,True,[100000],6,-0.991025160874229,-0.9978644026741039
39,2,0.1,16,True,[100000],6,-0.991025160874229,-0.997129172559564
40,2,0.1,16,True,[100000],6,-0.991025160874229,-0.9967578806888053
41,2,0.1,16,True,[100000],6,-0.991025160874229,-0.9965362074004595
42,2,0.1,16,True,[100000],6,-0.991025160874229,-1.5232148742042764
43,2,0.1,16,True,[100000],6,-0.991025160874229,nan
44,2,0.1,16,True,[100000],6,-0.991025160874229,-0.996462384629412
45,2,0.5,2,True,[100000],2,-0.9822953890843489,-0.9822991538052058
46,2,0.5,2,True,[100000],4,-0.9822953890843489,-0.9827447536478777
47,2,0.5,2,True,[100000],6,-0.9822953890843489,-0.9838613773326563
48,2,0.5,4,True,[100000],2,-0.9809738996154037,-0.9810911238809504
49,2,0.5,4,True,[100000],2,-0.9809738996154037,-3.231636469154702
50,2,0.5,4,True,[100000],4,-0.9809738996154037,-0.9813855823634544
51,2,0.5,4,True,[100000],4,-0.9809738996154037,nan
52,2,0.5,4,True,[100000],6,-0.9809738996154037,-0.9824977198689755
53,2,0.5,4,True,[100000],6,-0.9809738996154037,-0.9824385585337696
54,2,0.5,8,True,[100000],2,-0.9968272100786318,-0.9968886990553566
55,2,0.5,8,True,[100000],2,-0.9968272100786318,-2.0478074754429145
56,2,0.5,8,True,[100000],2,-0.9968272100786318,-2.047807475439496
57,2,0.5,8,True,[100000],2,-0.9968272100786318,-2.047807475443958
58,2,0.5,8,True,[100000],4,-0.9968272100786318,-0.9967794965937791
59,2,0.5,8,True,[100000],4,-0.9968272100786318,-3.074627259232511
60,2,0.5,8,True,[100000],4,-0.9968272100786318,-2.5245897462521873
61,2,0.5,8,True,[100000],4,-0.9968272100786318,nan
62,2,0.5,8,True,[100000],6,-0.9968272100786318,-0.9966593710044437
63,2,0.5,8,True,[100000],6,-0.9968272100786318,-1.4373147785192986
64,2,0.5,8,True,[100000],6,-0.9968272100786318,nan
65,2,0.5,8,True,[100000],6,-0.9968272100786318,nan
66,2,0.5,16,True,[100000],2,-0.9980389543989061,-0.9981730594778775
67,2,0.5,16,True,[100000],2,-0.9980389543989061,-2.4856016962287373
68,2,0.5,16,True,[100000],2,-0.9980389543989061,-2.485601696225559
69,2,0.5,16,True,[100000],2,-0.9980389543989061,-2.485601696221112
70,2,0.5,16,True,[100000],2,-0.9980389543989061,-2.4856016962090552
71,2,0.5,16,True,[100000],2,-0.9980389543989061,-2.485601696245944
72,2,0.5,16,True,[100000],2,-0.9980389543989061,-2.485601696210777
73,2,0.5,16,True,[100000],2,-0.9980389543989061,-2.4856016962211207
74,2,0.5,16,True,[100000],4,-0.9980389543989061,-0.9981951875043233
75,2,0.5,16,True,[100000],4,-0.9980389543989061,-0.9990958276157909
