,case,name,d0,n0,repetition,nll_source,steps_fsp,fsp_source,seqlength,cwlen,iwlen,rankmax,ranknum,d1,n1,nll_learned,fsp_learned,kl_divergence,mse,nll_gmm,l2_gmm
0,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,2,5,3.4178397333121917,"[1.21705141e-09 2.61260514e-08 2.87449862e-08 ... 6.31192643e-12
 5.05912609e-12 1.86838937e-12]",26.742256954679362,0.0021548433033874077,,
1,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,3,5,3.3225137937289864,"[2.09160785e-22 2.09160785e-22 2.09160785e-22 ... 2.09160785e-22
 2.09160785e-22 2.09160785e-22]",20.63217738924955,0.0007971099555729064,,
2,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,4,5,4.196948263950242,"[1.84460216e-24 1.84460216e-24 3.61845944e-13 ... 1.84460216e-24
 1.84460216e-24 1.84460216e-24]",22.203836089179738,0.0017013659680817784,,
3,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,5,5,3.2520627636268755,"[2.37413518e-21 2.37413518e-21 2.37413518e-21 ... 1.54674926e-09
 4.56904274e-10 1.62271387e-10]",16.56231332468605,0.00014179283115950696,,
4,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,6,5,3.1904145282877794,"[3.60353504e-21 3.60353504e-21 3.60353504e-21 ... 1.21809237e-09
 3.45161377e-10 1.22627048e-10]",14.489739058527835,0.00012734083269295618,,
5,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,7,5,3.730096844261664,"[3.12875568e-13 4.46304346e-12 6.62261870e-12 ... 6.32670644e-10
 1.05097430e-10 3.55445101e-11]",18.627828465338578,0.00019727684016600106,,
6,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,8,5,3.5388859486487383,"[2.37899139e-10 5.20335992e-09 5.85857619e-09 ... 4.33769933e-10
 7.22936667e-11 2.43846090e-11]",23.7397957875654,0.0006477281914919364,,
7,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,9,5,3.444700441066466,"[1.50994999e-11 3.20552068e-10 3.87645606e-10 ... 1.38408176e-09
 3.28873201e-10 1.15346375e-10]",12.777569557305462,0.0001706090939587601,,
8,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,10,5,3.281969053310532,"[5.73288522e-11 1.24679626e-09 1.45594368e-09 ... 8.91944973e-10
 2.25294012e-10 7.92494772e-11]",14.727798881782908,0.00012784313879859056,,
9,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,11,5,3.5852538505293325,"[1.20592660e-21 1.20592660e-21 4.59248697e-12 ... 1.20592660e-21
 1.20592660e-21 1.20592660e-21]",16.896250164940884,0.0001768935857092319,,
10,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,12,5,3.5161995321515596,"[1.33669269e-21 1.33669269e-21 1.33669269e-21 ... 1.33669269e-21
 1.33669269e-21 1.33669269e-21]",16.289803352299625,0.00017522268572497582,,
11,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,13,5,3.433661707899471,"[2.31485797e-21 2.31485797e-21 5.48873781e-12 ... 3.43799454e-11
 1.51709984e-11 5.23214584e-12]",16.83271197558329,0.00018605303983094121,,
12,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,2,2,25,1,14,5,4.154388863018277,"[8.31490424e-12 1.86215417e-10 2.10446479e-10 ... 1.75563914e-23
 1.75563914e-23 1.75563914e-23]",21.187408066029544,0.00023659508302664077,,
13,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,2,2,2.830634234945531,"[2.46843764e-11 1.53607498e-10 4.76809021e-10 ... 9.27957420e-12
 2.82340418e-12 4.34922951e-13]",0.13914533509697713,1.8084167350462476e-05,1.91172375087865,0.008709057956222843
14,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,3,2,2.814771362296473,"[2.63564190e-11 1.64020277e-10 5.09351369e-10 ... 1.35454330e-11
 4.12367386e-12 6.35256334e-13]",0.13071621248741624,1.665343287615944e-05,1.91172375087865,0.008709057956222843
15,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,4,2,2.8145571921155255,"[2.67556162e-11 1.66505566e-10 5.17097733e-10 ... 1.34052080e-11
 4.08039582e-12 6.28579949e-13]",0.13033607581848683,1.6564810837832924e-05,1.91172375087865,0.008709057956222843
16,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,5,2,3.9575961373524384,"[6.75974769e-11 4.20708968e-10 1.30756312e-09 ... 7.33536781e-12
 2.26694736e-12 3.49763002e-13]",13.862472269400305,0.00011702002266783614,1.91172375087865,0.008709057956222843
17,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,6,2,4.044484193300587,"[6.50208647e-11 4.04674447e-10 1.25777359e-09 ... 5.29069772e-12
 1.64379863e-12 2.53755408e-13]",14.644154884820727,0.0001224481211342747,1.91172375087865,0.008709057956222843
18,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,7,2,3.854183291839004,"[1.84263771e-11 1.14661729e-10 3.55832018e-10 ... 9.94909978e-21
 9.94909978e-21 9.94909978e-21]",0.3441368544378919,2.105897925121366e-05,1.91172375087865,0.008709057956222843
19,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,8,2,3.8039960035363105,"[1.87282495e-11 1.16538622e-10 3.61612844e-10 ... 9.93724913e-21
 9.93724913e-21 9.93724913e-21]",0.39633537282455855,2.1501309263096384e-05,1.91172375087865,0.008709057956222843
20,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,9,2,4.574140945081168,"[7.51571713e-25 7.51571713e-25 7.51571713e-25 ... 7.51571713e-25
 7.51571713e-25 7.51571713e-25]",24.716758531051365,0.00023987411339923664,1.91172375087865,0.008709057956222843
21,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,10,2,4.574099374316811,"[7.56762437e-11 4.70882250e-10 1.46051737e-09 ... 2.27205328e-24
 2.27205328e-24 2.27205328e-24]",20.489049755008686,0.0001252802794892286,1.91172375087865,0.008709057956222843
22,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,11,2,3.6273837683135457,"[3.16445828e-11 1.96934700e-10 6.11713017e-10 ... 9.97683533e-21
 9.97683533e-21 9.97683533e-21]",0.5038056831152027,1.817917309823704e-05,1.91172375087865,0.008709057956222843
23,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,12,2,4.306108466737242,"[4.41045642e-11 2.74481049e-10 8.52690481e-10 ... 6.89614413e-21
 6.89614413e-21 6.89614413e-21]",6.365903601472016,4.763644379900664e-05,1.91172375087865,0.008709057956222843
24,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,13,2,3.4471434811808677,"[2.21553315e-11 1.37882718e-10 4.28364673e-10 ... 6.63020839e-11
 2.02066875e-11 3.11321374e-12]",0.18237586190554278,2.2172723561509333e-05,1.91172375087865,0.008709057956222843
25,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",1000,4,4,16,1,14,2,4.114469834285532,"[1.59669465e-21 1.59669465e-21 1.59669465e-21 ... 1.59669465e-21
 1.59669465e-21 1.59669465e-21]",20.472874111751068,0.0003689233161855412,1.91172375087865,0.008709057956222843
26,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,2,5,4.798971130117105,"[7.51910205e-11 1.71382249e-09 2.22864865e-09 ... 3.76981285e-23
 3.76981285e-23 3.76981285e-23]",21.323256758398653,0.0002577657866641764,,
27,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,3,5,3.766862199848244,"[5.92489973e-11 1.35346523e-09 1.59874203e-09 ... 6.58683229e-24
 6.58683229e-24 6.58683229e-24]",22.00096454490442,0.00024036695337420843,,
28,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,4,5,3.696855800671368,"[3.07635553e-13 7.57724029e-12 1.10644369e-11 ... 3.87255439e-22
 3.87255439e-22 3.87255439e-22]",18.68753964869575,0.0002086785040137686,,
29,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,5,5,4.4492375625618505,"[7.73793586e-22 7.73793586e-22 7.73793586e-22 ... 1.87435441e-10
 9.17359095e-11 3.37021792e-11]",19.608070047914985,0.00023686807989147578,,
30,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,6,5,3.7799749766215953,"[1.66966266e-21 1.66966266e-21 1.66966266e-21 ... 2.48859093e-10
 1.29120472e-10 4.64647639e-11]",17.72455036944922,0.00020853342037256781,,
31,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,7,5,3.208290729251292,"[9.73097327e-12 2.04478806e-10 2.66814243e-10 ... 7.39839759e-10
 1.53021208e-10 5.24397470e-11]",13.366637674748944,0.00017799532804301207,,
32,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,8,5,3.8950722674805522,"[1.40700088e-22 1.40700088e-22 1.40700088e-22 ... 1.40700088e-22
 1.40700088e-22 1.40700088e-22]",13.542224425741082,0.00015531688443160685,,
33,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,9,5,3.7705318905475704,"[4.69767919e-21 4.69767919e-21 4.69767919e-21 ... 2.08809215e-10
 4.02291364e-11 1.34180227e-11]",12.132760512088877,0.00017636685393872725,,
34,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,10,5,3.1447432499585695,"[8.81958659e-13 1.78606685e-11 2.86479842e-11 ... 1.04575595e-10
 2.07259243e-11 6.92030309e-12]",0.18728380317075655,2.209019547595729e-05,,
35,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,11,5,3.151963936514684,"[7.96366342e-13 1.60829235e-11 2.57897308e-11 ... 1.01673642e-10
 2.00848602e-11 6.70226193e-12]",0.2021614540998296,2.2218056280167517e-05,,
36,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,12,5,3.4195758025782697,"[1.38290538e-12 2.90822931e-11 4.42357534e-11 ... 1.95654725e-10
 3.97001712e-11 1.33770283e-11]",0.45437469793338375,3.3499792687064174e-05,,
37,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,13,5,3.581453320499818,"[2.09727366e-12 4.45952630e-11 6.19262708e-11 ... 1.93050314e-10
 3.99283717e-11 1.34589735e-11]",2.00088506080721,4.299753938430488e-05,,
38,blended_known,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,1,14,5,4.643804373924459,"[6.37461062e-11 1.43741952e-09 1.53830222e-09 ... 6.76186886e-23
 6.76186886e-23 6.76186886e-23]",19.768135652020142,0.00026229255271416726,,
39,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,4,2,5,3.7100998342719844,"[1.23101829e-14 2.57898073e-13 8.23314123e-13 ... 4.14213371e-15
 1.05145467e-15 1.23391134e-16]",2.1817757163625684,0.01801080164287233,1.9203732120054087,0.002452542855449158
40,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,4,3,5,3.7108485100645328,"[1.20122774e-14 2.51657126e-13 8.04425612e-13 ... 4.05340300e-15
 1.02893094e-15 1.20747911e-16]",2.1850235547099195,0.018151989220340843,1.9203732120054087,0.002452542855449158
41,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,4,4,5,3.6661982815211247,"[1.34298553e-14 2.81355961e-13 8.97685450e-13 ... 4.61779202e-15
 1.17219755e-15 1.37560647e-16]",2.0691203897145676,0.013529932972644529,1.9203732120054087,0.002452542855449158
42,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,4,5,5,3.738933384968019,"[8.86920805e-15 1.85812889e-13 6.19492669e-13 ... 3.84089447e-15
 9.74986980e-16 1.14417437e-16]",2.3165479590462956,0.035152170938689754,1.9203732120054087,0.002452542855449158
43,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,4,6,5,3.7339600902999432,"[9.08899607e-15 1.90417003e-13 6.26907794e-13 ... 3.88553552e-15
 9.86318831e-16 1.15747261e-16]",2.2930888695974616,0.03297444503214531,1.9203732120054087,0.002452542855449158
44,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,4,7,5,3.7484387761520375,"[8.38226470e-15 1.75611540e-13 5.84646413e-13 ... 3.74354866e-15
 9.50276355e-16 1.11517576e-16]",2.377840907863594,0.03978507283354435,1.9203732120054087,0.002452542855449158
45,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,4,8,5,5.82733410274028,"[9.87006626e-14 2.06754807e-12 7.00657019e-14 ... 3.55549088e-22
 3.55549088e-22 3.55549088e-22]",19.489006168030688,0.09286388526502687,1.9203732120054087,0.002452542855449158
46,blended_gmm,S_5,10,5,2,2.7524392074377024,5,"[5.69768662e-13 1.24481885e-11 2.10230061e-11 ... 7.26395247e-12
 1.00239510e-12 3.24721701e-13]",3162,2,2,25,4,9,5,5.159335655798311,"[1.54746191e-14 3.24196862e-13 1.14974757e-12 ... 6.54720047e-21
 6.54720047e-21 6.54720047e-21]",8.974231627898439,0.1629486598320326,1.9203732120054087,0.002452542855449158
